Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H01,Total income,Financial performance,"9,027","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H04,Sales of goods and services,Financial performance,"8,711","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,78,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H08,Total expenditure,Financial performance,"8,516","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H09,Interest and donations,Financial performance,79,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H10,Indirect taxes,Financial performance,36,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H11,Depreciation,Financial performance,507,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,030","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,812","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H20,Non-operating expenses,Financial performance,51,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H21,Opening stocks,Financial performance,44,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H22,Closing stocks,Financial performance,52,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H23,Surplus before income tax,Financial performance,519,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H24,Total assets,Financial position,"9,299","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H25,Current assets,Financial position,"3,628","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H26,Fixed tangible assets,Financial position,"3,829","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H27,Additions to fixed assets,Financial position,848,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H28,Disposals of fixed assets,Financial position,150,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H29,Other assets,Financial position,"1,841","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H30,Total equity and liabilities,Financial position,"9,299","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"3,555","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H32,Current liabilities,Financial position,"3,795","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars (millions),H33,Other liabilities,Financial position,"1,948","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars,H34,Total income per employee count,Financial ratios,"419,300","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Dollars,H35,Surplus per employee count,Financial ratios,"24,100","ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H36,Current ratio,Financial ratios,96,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H37,Quick ratio,Financial ratios,94,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H39,Return on equity,Financial ratios,15,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II12,"Rail, Water, Air and Other Transport",Percentage,H41,Liabilities structure,Financial ratios,38,"ANZSIC06 groups I471, I472, I481, I482, I490, I501, and I502"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H01,Total income,Financial performance,"9,520","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H04,Sales of goods and services,Financial performance,"8,724","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,147,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H08,Total expenditure,Financial performance,"8,033","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H09,Interest and donations,Financial performance,317,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H10,Indirect taxes,Financial performance,123,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H11,Depreciation,Financial performance,621,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,364","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H13,Redundancy and severance,Financial performance,12,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"4,073","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H20,Non-operating expenses,Financial performance,535,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H21,Opening stocks,Financial performance,190,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H22,Closing stocks,Financial performance,199,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H23,Surplus before income tax,Financial performance,"1,496","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H24,Total assets,Financial position,"31,462","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H25,Current assets,Financial position,"4,343","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H26,Fixed tangible assets,Financial position,"23,308","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H27,Additions to fixed assets,Financial position,"2,293","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,356,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H29,Other assets,Financial position,"3,810","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"31,462","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"19,978","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H32,Current liabilities,Financial position,"4,562","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions),H33,Other liabilities,Financial position,"6,922","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars,H34,Total income per employee count,Financial ratios,"275,200","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Dollars,H35,Surplus per employee count,Financial ratios,"43,200","ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H36,Current ratio,Financial ratios,95,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H37,Quick ratio,Financial ratios,91,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 3,II13,"Postal, Courier, Transport Support, and Warehousing Services",Percentage,H41,Liabilities structure,Financial ratios,63,"ANZSIC06 groups I510, I521, I522, I529, and I530"
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H01,Total income,Financial performance,"2,431",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"2,405",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H08,Total expenditure,Financial performance,"2,316",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H09,Interest and donations,Financial performance,36,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H11,Depreciation,Financial performance,74,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,603,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,481",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H21,Opening stocks,Financial performance,18,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H22,Closing stocks,Financial performance,20,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H23,Surplus before income tax,Financial performance,118,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H24,Total assets,Financial position,"2,433",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H25,Current assets,Financial position,632,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H26,Fixed tangible assets,Financial position,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H27,Additions to fixed assets,Financial position,88,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,45,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,433",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,523",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H32,Current liabilities,Financial position,508,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars (millions),H33,Other liabilities,Financial position,402,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars,H34,Total income per employee count,Financial ratios,"219,500",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Dollars,H35,Surplus per employee count,Financial ratios,"10,600",ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H36,Current ratio,Financial ratios,124,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H37,Quick ratio,Financial ratios,120,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H40,Return on total assets,Financial ratios,5,ANZSIC06 group I510
2019,Level 4,II131,Postal and Courier Pick Up and Delivery Services,Percentage,H41,Liabilities structure,Financial ratios,63,ANZSIC06 group I510
2019,Level 4,II132,Transport Support Services,Dollars (millions),H01,Total income,Financial performance,"5,801","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"5,110","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,65,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H08,Total expenditure,Financial performance,"4,602","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H09,Interest and donations,Financial performance,241,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H11,Depreciation,Financial performance,469,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,458","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H13,Redundancy and severance,Financial performance,C,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,940","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H21,Opening stocks,Financial performance,166,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H22,Closing stocks,Financial performance,166,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,200","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H24,Total assets,Financial position,"26,556","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H25,Current assets,Financial position,"3,237","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H26,Fixed tangible assets,Financial position,"21,433","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,822","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,268,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H29,Other assets,Financial position,"1,886","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"26,556","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"17,440","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H32,Current liabilities,Financial position,"3,358","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars (millions),H33,Other liabilities,Financial position,"5,758","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars,H34,Total income per employee count,Financial ratios,"314,300","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Dollars,H35,Surplus per employee count,Financial ratios,"65,000","ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Percentage,H36,Current ratio,Financial ratios,96,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Percentage,H37,Quick ratio,Financial ratios,91,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Percentage,H40,Return on total assets,Financial ratios,5,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II132,Transport Support Services,Percentage,H41,Liabilities structure,Financial ratios,66,"ANZSIC06 groups I521, I522, and I529"
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H01,Total income,Financial performance,"1,288",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H04,Sales of goods and services,Financial performance,"1,210",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H08,Total expenditure,Financial performance,"1,115",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H09,Interest and donations,Financial performance,41,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H10,Indirect taxes,Financial performance,28,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H11,Depreciation,Financial performance,77,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,303,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,652,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H20,Non-operating expenses,Financial performance,13,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H21,Opening stocks,Financial performance,7,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H22,Closing stocks,Financial performance,12,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H23,Surplus before income tax,Financial performance,178,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H24,Total assets,Financial position,"2,473",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H25,Current assets,Financial position,475,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H26,Fixed tangible assets,Financial position,C,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H27,Additions to fixed assets,Financial position,382,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H28,Disposals of fixed assets,Financial position,44,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,473",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,015",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H32,Current liabilities,Financial position,696,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars (millions),H33,Other liabilities,Financial position,762,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars,H34,Total income per employee count,Financial ratios,"254,600",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Dollars,H35,Surplus per employee count,Financial ratios,"35,300",ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Percentage,H36,Current ratio,Financial ratios,68,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Percentage,H37,Quick ratio,Financial ratios,66,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Percentage,H39,Return on equity,Financial ratios,18,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 group I530
2019,Level 4,II133,Warehousing and Storage Services,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 group I530
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H01,Total income,Financial performance,"14,249",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H04,Sales of goods and services,Financial performance,"13,776",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H08,Total expenditure,Financial performance,"14,070",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H09,Interest and donations,Financial performance,558,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H10,Indirect taxes,Financial performance,41,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H11,Depreciation,Financial performance,"1,667",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,374",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H13,Redundancy and severance,Financial performance,13,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"8,453",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H20,Non-operating expenses,Financial performance,977,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H21,Opening stocks,Financial performance,317,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H22,Closing stocks,Financial performance,381,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H23,Surplus before income tax,Financial performance,243,ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H24,Total assets,Financial position,"23,590",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H25,Current assets,Financial position,"8,332",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H26,Fixed tangible assets,Financial position,"9,126",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H27,Additions to fixed assets,Financial position,"1,676",ANZSIC06 division J
2019,Level 1,JJ,Information Media and Telecommunications,Dollars (millions),H28,Disposals of fixed assets,Financial position,68,ANZSIC06 division J
